"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01087799999","2020-12-03","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  42.9","24","  35.3","24","9999.9"," 0","999.9"," 0","  5.9","24"," 24.7","24"," 40.0","999.9","  44.6","*","  39.2","*","99.99"," ","999.9","011000"
"01087799999","2020-12-04","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  42.2","24","  30.0","24","9999.9"," 0","999.9"," 0","  6.2","24"," 16.7","24"," 31.1","999.9","  42.8","*","  41.0","*","99.99"," ","999.9","010000"
"01087799999","2020-12-05","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  43.0","24","  29.6","24","9999.9"," 0","999.9"," 0","  6.2","24"," 12.4","24"," 25.1","999.9","  48.2","*","  42.8","*"," 0.00","I","999.9","000000"
"01087799999","2020-12-06","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  44.3","24","  36.9","24","9999.9"," 0","999.9"," 0","  6.1","24"," 17.3","24"," 28.0","999.9","  46.4","*","  41.0","*","99.99"," ","999.9","010000"
"01087799999","2020-12-07","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  45.2","24","  38.5","24","9999.9"," 0","999.9"," 0","  6.2","24"," 14.7","24"," 24.1","999.9","  48.2","*","  42.8","*","99.99"," ","999.9","010000"
"01087799999","2020-12-08","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  48.6","24","  38.5","24","9999.9"," 0","999.9"," 0","  6.2","24"," 17.0","24"," 25.1","999.9","  50.0","*","  44.6","*","99.99"," ","999.9","010000"
"01087799999","2020-12-09","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  45.7","24","  36.7","24","9999.9"," 0","999.9"," 0","  6.1","24"," 26.4","24"," 29.9","999.9","  46.4","*","  42.8","*","99.99"," ","999.9","010000"
"01087799999","2020-12-10","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  46.3","24","  34.8","24","9999.9"," 0","999.9"," 0","  6.2","24"," 31.3","24"," 42.0","999.9","  46.4","*","  44.6","*"," 0.00","I","999.9","000000"
"01087799999","2020-12-11","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  44.6","24","  29.1","24","9999.9"," 0","999.9"," 0","  6.2","24"," 29.5","24"," 41.0","999.9","  46.4","*","  42.8","*"," 0.00","I","999.9","000000"
"01087799999","2020-12-12","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  44.1","24","  31.2","24","9999.9"," 0","999.9"," 0","  6.2","24"," 11.8","24"," 22.0","999.9","  44.6","*","  42.8","*"," 0.00","I","999.9","000000"
"01087799999","2020-12-13","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  45.1","24","  33.6","24","9999.9"," 0","999.9"," 0","  6.2","24"," 17.9","24"," 34.0","999.9","  46.4","*","  42.8","*","99.99"," ","999.9","010000"
"01087799999","2020-12-14","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  46.2","24","  38.4","24","9999.9"," 0","999.9"," 0","  5.7","24"," 38.9","24"," 49.0"," 52.1","  48.2","*","  44.6","*","99.99"," ","999.9","010000"
"01087799999","2020-12-15","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  47.9","23","  44.8","23","9999.9"," 0","999.9"," 0","  5.9","23"," 21.7","23"," 28.0","999.9","  48.2","*","  46.4","*","99.99"," ","999.9","010000"
"01087799999","2020-12-16","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  47.6","24","  43.6","24","9999.9"," 0","999.9"," 0","  6.0","24"," 24.4","24"," 41.0","999.9","  48.2","*","  46.4","*","99.99"," ","999.9","010000"
"01087799999","2020-12-17","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  47.1","24","  42.9","24","9999.9"," 0","999.9"," 0","  5.3","24"," 31.3","24"," 44.1"," 53.0","  48.2","*","  42.8","*","99.99"," ","999.9","010000"
"01087799999","2020-12-18","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  48.2","24","  46.1","24","9999.9"," 0","999.9"," 0","  3.4","24"," 33.9","24"," 41.0","999.9","  50.0","*","  46.4","*","99.99"," ","999.9","010000"
"01087799999","2020-12-19","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  49.1","24","  47.5","24","9999.9"," 0","999.9"," 0","  2.5","24"," 40.8","24"," 46.0","999.9","  50.0","*","  48.2","*","99.99"," ","999.9","010000"
"01087799999","2020-12-20","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  47.6","24","  41.9","24","9999.9"," 0","999.9"," 0","  6.1","24"," 39.2","24"," 49.9","999.9","  48.2","*","  46.4","*","99.99"," ","999.9","010000"
"01087799999","2020-12-21","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  46.3","24","  40.3","24","9999.9"," 0","999.9"," 0","  5.6","24"," 33.3","24"," 42.9","999.9","  46.4","*","  44.6","*","99.99"," ","999.9","010000"
"01087799999","2020-12-22","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  44.1","24","  38.5","24","9999.9"," 0","999.9"," 0","  5.3","24"," 31.9","24"," 44.1"," 55.9","  46.4","*","  39.2","*","99.99"," ","999.9","011000"
"01087799999","2020-12-23","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  41.7","24","  33.1","24","9999.9"," 0","999.9"," 0","  6.2","24"," 25.2","24"," 34.0","999.9","  44.6","*","  37.4","*","99.99"," ","999.9","010000"
"01087799999","2020-12-24","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  38.9","24","  29.8","24","9999.9"," 0","999.9"," 0","  6.0","24"," 28.5","24"," 39.0"," 42.9","  41.0","*","  35.6","*","99.99"," ","999.9","010000"
"01087799999","2020-12-25","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  41.0","24","  33.0","24","9999.9"," 0","999.9"," 0","  5.7","24"," 22.8","24"," 40.0","999.9","  44.6","*","  37.4","*","99.99"," ","999.9","010000"
"01087799999","2020-12-26","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  44.2","24","  38.4","24","9999.9"," 0","999.9"," 0","  5.1","24"," 31.5","24"," 42.0"," 45.1","  44.6","*","  42.8","*","99.99"," ","999.9","010000"
"01087799999","2020-12-27","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  43.4","24","  39.3","24","9999.9"," 0","999.9"," 0","  5.3","24"," 28.4","24"," 42.9","999.9","  44.6","*","  37.4","*","99.99"," ","999.9","011000"
"01087799999","2020-12-28","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  43.0","24","  33.4","24","9999.9"," 0","999.9"," 0","  6.2","24"," 17.1","24"," 28.9","999.9","  44.6","*","  41.0","*","99.99"," ","999.9","010000"
"01087799999","2020-12-29","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  43.5","24","  34.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  9.7","24"," 17.1","999.9","  46.4","*","  41.0","*","99.99"," ","999.9","010000"
"01087799999","2020-12-30","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  43.9","24","  34.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  8.5","24"," 14.0","999.9","  44.6","*","  42.8","*"," 0.00","I","999.9","000000"
"01087799999","2020-12-31","60.6333333","3.7166666","90.0","TROLL A OIL PLATFORM, NO","  43.9","24","  35.9","24","9999.9"," 0","999.9"," 0","  6.2","24"," 20.1","24"," 39.0","999.9","  44.6","*","  42.8","*","99.99"," ","999.9","010000"
